Actor1Code,Actor1Name,Actor1Type1Code,Actor1CountryCode,Actor2Code,Actor2Name,Actor2Type1Code,Actor2CountryCode,YearMin,YearMax,EventCode,consolidatedAvgTone,eventCount
USAGOV,UNITED STATES,GOV,USA,EURBUS,EUROPEAN,BUS,EUR,2016,2016,114,-0.5762518792370707,5
MYSGOVMED,MALAYSIA,GOV,MYS,MYSBUS,MALAYSIA,BUS,MYS,2016,2016,115,-0.17928557868402936,5
CHNGOV,CHINESE,GOV,CHN,CHNBUS,CHINESE,BUS,CHN,1995,2016,051,1.1120896002488787,84
USAGOV,OBAMA,GOV,USA,USAELIBUS,GEORGE SOROS,ELI,USA,2011,2016,112,-0.10783693064540618,2
GHAGOV,GHANA,GOV,GHA,GHABUS,GHANA,BUS,GHA,2012,2016,057,1.2298532514995266,2
EGYGOV,EGYPTIAN,GOV,EGY,EGYBUS,EGYPTIAN,BUS,EGY,1987,2016,051,0.6635724715354638,6
USAGOV,HILLARY CLINTON,GOV,USA,MNCUSABUS,BOEING,MNC,USA,2016,2016,051,0.44280442804428005,1
BGDGOVBUS,BANGLADESH,GOV,BGD,USAGOVBUS,NEW YORK,GOV,USA,2016,2016,112,-1.44927536231884,1
SYRGOV,SYRIAN,GOV,SYR,TURBUS,TURKISH,BUS,TUR,2010,2010,050,0.7446808510638301,1
USAGOVDEV,USAID,GOV,USA,PHLBUS,CEBU,BUS,PHL,2014,2014,051,0.364963503649635,1
RUSGOV,RUSSIAN,GOV,RUS,RUSGOVBUS,IGOR SECHIN,GOV,RUS,2014,2014,057,0.3260475787948316,2
PAKGOV,PAKISTAN,GOV,PAK,AFGGOVBUS,ISMAIL KHAN,GOV,AFG,2008,2009,111,3.78213267713372,5
IRNGOV,IRANIAN,GOV,IRN,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2011,2012,112,1.0855764082567032,9
USAGOV,OBAMA,GOV,USA,USABUS,BOSTON,BUS,USA,2013,2013,051,0.874316939890712,2
IRNGOVBUS,IRANIAN,GOV,IRN,EURBUS,EUROPEAN,BUS,EUR,2016,2016,051,-0.035087719298245,1
USAGOV,BARACK OBAMA,GOV,USA,USABUS,UNITED STATES,BUS,USA,2010,2015,051,0.5453996806033152,17
MYSGOV,MALAYSIA,GOV,MYS,MYSBUS,MALAYSIA,BUS,MYS,2006,2014,051,0.4473601573764262,15
DEUGOV,GERMANY,GOV,DEU,CHNBUS,CHINA,BUS,CHN,2014,2014,051,0.7712438454057358,3
GBRGOV,UNITED KINGDOM,GOV,GBR,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2015,110,-0.403020602478864,4
USAGOV,UNITED STATES,GOV,USA,MNCUSABUS,MERRILL LYNCH,MNC,USA,1998,1998,114,2.521008403361345,1
NGAGOV,NIGERIA,GOV,NGA,NGAGOVBUS,NIGERIA,GOV,NGA,2003,2015,112,0.6777969576006038,3
RUSGOV,RUSSIA,GOV,RUS,USABUS,UNITED STATES,BUS,USA,2015,2015,050,0.0,2
USAGOV,OBAMA,GOV,USA,USABUS,AMERICAN,BUS,USA,2012,2016,111,0.1652636878315256,8
GBRGOV,ALISTAIR DARLING,GOV,GBR,GBRGOVBUS,PETER MANDELSON,GOV,GBR,2009,2009,051,1.473477406679765,1
UGAGOVBUS,ASTON KAJARA,GOV,UGA,UGABUS,UGANDA,BUS,UGA,2015,2015,051,0.516192251701905,8
EURGOV,EUROPEAN,GOV,EUR,USABUS,UNITED STATES,BUS,USA,2009,2009,112,0.29339667890311083,2
USAGOVMED,THE WHITE HOUSE,GOV,USA,USABUS,AMERICAN,BUS,USA,1985,1985,051,8.7281795511222,1
SDNGOV,SUDAN,GOV,SDN,SWEBUS,SWEDEN,BUS,SWE,2002,2002,051,5.23334690001355,1
RUSGOV,RUSSIAN,GOV,RUS,RUSGOVBUSGOVMED,IGOR LEVITIN,GOV,RUS,2012,2015,050,0.4090334864825069,3
GRCGOV,GREEK,GOV,GRC,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2012,2015,051,0.6014602041128533,3
CHNGOV,BEIJING,GOV,CHN,CHNBUS,CHINESE,BUS,CHN,2014,2014,112,0.057471264367816084,1
ARMGOV,ARMENIAN,GOV,ARM,JORGOVBUS,TALEB RIFAI,GOV,JOR,2011,2011,057,0.734088756816772,1
EURGOVBUS,EUROPEAN,GOV,EUR,FRABUS,FRENCH,BUS,FRA,2011,2011,051,0.16655239363772822,2
ITAGOVBUS,ITALIAN,GOV,ITA,SDNBUS,SUDAN,BUS,SDN,2007,2007,050,7.56880733944954,1
USAGOV,THE US,GOV,USA,LBNBUS,LEBANESE,BUS,LBN,2004,2004,112,0.42727272727272797,1
COLGOVBUS,JORGE HUMBERTO BOTERO,GOV,COL,COLBUS,COLOMBIAN,BUS,COL,2003,2003,114,2.54854368932039,1
GBRGOV,BRITISH,GOV,GBR,GBRBUS,UNITED KINGDOM,BUS,GBR,2010,2010,114,0.8853565558003709,2
INDGOV,ORISSA,GOV,IND,USABUS,A US,BUS,USA,1993,1993,057,0.9759759759759756,1
IDNGOV,INDONESIA,GOV,IDN,IDNGOVBUSGOVMED,HATTA RAJASA,GOV,IDN,2007,2007,114,0.4050260996073807,3
ITAGOVBUS,MARIO DRAGHI,GOV,ITA,ITABUS,ITALIAN,BUS,ITA,2014,2014,051,0.5124056094929883,1
SWEGOV,SWEDEN,GOV,SWE,SWEBUS,SWEDEN,BUS,SWE,1996,2016,051,1.2942046839152295,5
AREGOV,SULTAN BIN SAEED AL MANSOURI,GOV,ARE,JORGOVBUS,JORDANIAN,GOV,JOR,2015,2015,057,0.7201646090534974,2
AUSGOV,AUSTRALIAN,GOV,AUS,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2015,057,-0.10262989015301681,2
INDGOV,MANI SHANKAR AIYAR,GOV,IND,MNCUSABUS,GOLDMAN SACHS,MNC,USA,2005,2005,112,1.3363590519415034,3
RUSGOVJUD,RUSSIA,GOV,RUS,ARMBUS,ARMENIA,BUS,ARM,2008,2008,112,1.31004366812227,1
VNMGOV,VIETNAM,GOV,VNM,AUSBUS,AUSTRALIAN,BUS,AUS,1991,1991,050,2.06422018348624,1
AUSGOVBUS,AUSTRALIA,GOV,AUS,NGAGOVBUS,NIGERIA,GOV,NGA,2009,2009,112,0.7133058984910833,1
INDGOV,HARYANA,GOV,IND,INDGOVBUS,KAMAL NATH,GOV,IND,2011,2011,057,2.46478873239437,1
BRAGOV,BRAZIL,GOV,BRA,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2012,110,7.169853268119165,2
GRCGOV,GREECE,GOV,GRC,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2015,050,0.4036549624647047,8
USAGOV,OBAMA,GOV,USA,DEUBUS,GERMAN,BUS,DEU,2016,2016,112,-0.5282620179609083,1
TJKGOVBUS,TAJIKISTAN,GOV,TJK,JORBUS,JORDANIAN,BUS,JOR,2013,2013,057,0.4807692307692312,1
PHLGOV,PHILIPPINE,GOV,PHL,PHLBUS,CEBU,BUS,PHL,2014,2014,057,1.340996168582375,1
BLRGOV,BELARUSIAN,GOV,BLR,BLRBUS,BELARUSIAN,BUS,BLR,2011,2011,114,0.49147318676803,1
MYSGOVMED,MALAYSIAN,GOV,MYS,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,051,0.10418248031953342,3
MWIGOV,MALAWI,GOV,MWI,USABUS,AMERICAN,BUS,USA,2015,2015,057,0.3015654160544357,3
GBRGOV,UNITED KINGDOM,GOV,GBR,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2014,2016,051,-0.015623730301428811,13
TGOGOV,GNASSINGBE EYADEMA,GOV,TGO,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2000,2000,111,0.7195183108276297,4
DZAGOV,ALGERIAN,GOV,DZA,FRABUS,FRENCH,BUS,FRA,2012,2012,057,2.1825396825396832,1
INDGOVBUS,MURLI DEORA,GOV,IND,RUSBUS,RUSSIAN,BUS,RUS,2007,2007,051,2.030947775628625,1
FRAGOV,FRANCE,GOV,FRA,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2011,2011,110,0.8928571428571429,1
USAGOVDEV,USAID,GOV,USA,ETHBUS,ETHIOPIAN,BUS,ETH,2004,2011,057,1.9707595491193637,2
AUSGOV,WAYNE SWAN,GOV,AUS," AUSGOVBUS",ANTHONY ALBANESE,GOV,AUS,2013,2013,051,0.34375,1
ISRGOV,ISRAEL,GOV,ISR,ISRBUS,ISRAEL,BUS,ISR,2011,2015,057,0.4949825993941005,8
LBRGOV,LIBERIAN,GOV,LBR,IGOWAFBUSWAS,ECOWAS,IGO,WAF,1991,2011,051,1.5456127875891978,5
SGPGOV,SINGAPORE,GOV,SGP,KORGOVBUS,BAN KI MOON,GOV,KOR,2005,2005,057,0.7626506024096378,2
NLDGOV,NETHERLANDS,GOV,NLD,ISLGOVBUS,OSSUR SKARPHEDINSSON,GOV,ISL,2010,2010,050,0.7422819138365813,2
IRNGOV,IRAN,GOV,IRN,IRQBUS,IRAQ,BUS,IRQ,2007,2007,111,0.4545454545454544,1
KENGOV,UHURU KENYATTA,GOV,KEN,KENGOVBUS,KIRAITU MURUNGI,GOV,KEN,2011,2011,112,1.1161205982390012,3
CHNGOVBUS,CHEN DEMING,GOV,CHN,CHNBUS,CHINESE,BUS,CHN,2010,2010,110,3.046789989118605,1
USAGOV,TEXAS,GOV,USA,USABUS,CALIFORNIA,BUS,USA,2013,2013,051,0.7345491388044584,1
GBRGOV,GEORGE OSBORNE,GOV,GBR,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2011,2011,051,1.842751309456688,7
LBYGOV,LIBYAN,GOV,LBY,TURBUS,TURKISH,BUS,TUR,2011,2011,051,1.9086389666899148,4
CHNGOV,ZHAO ZIYANG,GOV,CHN,JPNBUS,JAPAN,BUS,JPN,1987,1987,051,0.8695652173913044,1
INDGOV,DELHI,GOV,IND,INDBUS,DELHI,BUS,IND,2007,2007,110,1.71503052754339,1
NORGOV,NORWAY,GOV,NOR,IGOEURBUSEFT,EUROPEAN FREE TRADE ASSOCIATION,IGO,EUR,2012,2012,111,6.74846625766871,1
CANGOVENV,CANADA,GOV,CAN,CANBUS,CANADIAN,BUS,CAN,2009,2009,051,1.09116466623755,1
MMRGOV,THAN SHWE,GOV,MMR,CHNBUS,CHINESE,BUS,CHN,2003,2003,051,3.184713375796175,1
IRNGOVBUS,HABIBOLLAH BITARAF,GOV,IRN,ARMGOVBUS,ARMEN MOVSISYAN,GOV,ARM,2004,2004,050,1.61764705882353,1
ETHGOV,ETHIOPIAN,GOV,ETH,RUSBUS,RUSSIAN,BUS,RUS,2014,2014,057,0.3894080996884733,1
USAGOV,UNITED STATES,GOV,USA,USAELIBUS,SCOTT JENKINS,ELI,USA,2014,2014,112,0.03229974160206717,1
AUSGOV,WAYNE SWAN,GOV,AUS,AUSBUS,AUSTRALIAN,BUS,AUS,2012,2012,051,0.603864734299517,1
RUSGOV,RUSSIAN,GOV,RUS,UKRBUS,UKRAINIAN,BUS,UKR,1998,1998,112,1.012790653639325,2
NZLGOV,NATHAN GUY,GOV,NZL,NZLGOVBUSGOVMED,GERRY BROWNLEE,GOV,NZL,2012,2012,051,0.5376385467980296,2
ITAGOVMED,ITALIAN,GOV,ITA,ITAGOVBUSGOVMED,ALESSANDRO BIANCHI,GOV,ITA,2008,2008,111,0.7286086480978093,8
DEUGOV,ANGELA MERKEL,GOV,DEU,DEUBUS,GERMAN,BUS,DEU,2009,2015,051,0.49842366497282375,3
NLDGOV,THE NETHERLAND,GOV,NLD,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,051,0.3893332392579821,8
GBRGOV,UNITED KINGDOM,GOV,GBR,VENBUS,VENEZUELA,BUS,VEN,2007,2007,057,8.33333333333333,1
BELGOV,GUIDO DE PADT,GOV,BEL,BELBUS,BELGIAN,BUS,BEL,2009,2009,050,3.9426523297491,1
UGAGOV,UGANDA,GOV,UGA,AFRBUS,AFRICA,BUS,AFR,1995,1995,112,0.6250583076779556,1
USAGOV,BUSH ADMINISTRATION,GOV,USA,RUSBUS,RUSSIAN,BUS,RUS,2003,2003,112,1.5151515151515167,1
KAZGOV,KAZAKHSTAN,GOV,KAZ,RUSGOVBUS,VIKTOR KHRISTENKO,GOV,RUS,2015,2015,051,0.300751879699248,2
GBRGOV,UNITED KINGDOM,GOV,GBR,GBRGOVBUS,VINCE CABLE,GOV,GBR,2012,2012,110,3.557312252964425,1
RUSGOVBUS,RUSSIA,GOV,RUS,ISRGOVBUS,ISRAEL,GOV,ISR,1991,1991,057,0.6289308176100633,2
RUSGOV,VLADIMIR PUTIN,GOV,RUS,RUSBUS,RUSSIAN,BUS,RUS,2000,2015,111,0.10653557095052824,3
DZAGOV,ALGERIAN,GOV,DZA,DZAGOVBUS,CHAKIB KHELIL,GOV,DZA,2005,2005,051,0.903614457831325,1
GBRGOV,BRITAIN,GOV,GBR,GBRBUS,BRITISH,BUS,GBR,2013,2013,051,0.9988024118867583,2
KORGOV,SOUTH KOREAN,GOV,KOR,GUYGOVBUS,CLEMENT ROHEE,GOV,GUY,2005,2005,057,7.4468085106383,1
IRLGOV,IRISH,GOV,IRL,IRLGOVBUS,EAMON RYAN,GOV,IRL,2009,2009,051,1.5317286652078765,1
USAGOV,UNITED STATES,GOV,USA,CHEBUS,SWISS,BUS,CHE,2015,2015,110,0.6392694063926934,1
VNMGOV,NGUYEN TAN DUNG,GOV,VNM,VNMGOVBUS,VIET NAM,GOV,VNM,2014,2014,057,4.12371134020619,1
IRNGOV,IRAN,GOV,IRN,IRNBUS,IRAN,BUS,IRN,1991,2014,051,1.6727490492010493,7
USAGOV,OBAMA,GOV,USA," USABUS",NASHVILLE,BUS,USA,2013,2013,051,1.5151515151515167,1
INDGOV,KERALA,GOV,IND,INDBUS,KERALA,BUS,IND,2012,2012,057,1.6085464833448548,2
JPNGOV,JAPAN,GOV,JPN,USAGOVBUS,RON KIRK,GOV,USA,2009,2009,050,5.41237113402062,1
USAGOVBUS,US TREASURY,GOV,USA,EURBUS,EUROPEAN,BUS,EUR,2011,2011,051,0.45055920857317966,2
ZMBGOV,ZAMBIAN,GOV,ZMB,CHNBUS,CHINESE,BUS,CHN,2007,2013,051,1.4915902488348454,5
AFGGOV,AFGHANISTAN,GOV,AFG,AFGBUS,AFGHANISTAN,BUS,AFG,2002,2011,057,0.8643028409227835,4
ISRGOV,BINYAMIN NETANYAHU,GOV,ISR,ISRGOVBUS,YISRAEL KATZ,GOV,ISR,2011,2011,051,0.7147498375568556,1
LBRGOV,LIBERIAN,GOV,LBR,USABUS,AMERICAN,BUS,USA,1987,1987,057,0.6451612903225807,2
COMGOV,COMOROS,GOV,COM," COMGOVBUS",COMOROS,GOV,COM,2013,2013,057,2.29885057471264,1
JPNGOV,JAPANESE,GOV,JPN,TZAGOVBUS,DANIEL YONA,GOV,TZA,1997,1997,057,0.5206618760276994,4
CANGOV,NOVA SCOTIA,GOV,CAN,USABUS,MAINE,BUS,USA,2013,2013,050,0.6052141527001866,1
DEUGOV,GERMAN,GOV,DEU,FRABUS,FRENCH,BUS,FRA,2011,2011,051,0.9014675052410899,1
KENGOVBUS,CHIRAU MWAKWERE,GOV,KEN,KENGOVBUSELI,CHIRAU MWAKWERE,GOV,KEN,2010,2010,112,3.38461538461538,1
FRAGOV,FRANCE,GOV,FRA," EURBUS",EUROPEAN,BUS,EUR,2013,2013,057,1.02663861284551,2
IRNGOV,MANUCHEHR MOTTAKI,GOV,IRN,KAZGOVBUS,SERIK AKHMETOV,GOV,KAZ,2006,2006,057,3.75586854460094,1
RUSGOV,RUSSIAN,GOV,RUS,IGOWSTNATBUS,NATO,IGO,WST,2014,2014,112,0.50632911392405,1
FRAGOV,FRENCH,GOV,FRA,FRAGOVBUS,JEAN CLAUDE TRICHET,GOV,FRA,2006,2006,110,2.5810139653815876,2
MYSGOV,MALAYSIA,GOV,MYS,MYSBUS,MALAYSIA,BUS,MYS,2014,2015,112,-0.3963423387038233,5
SOMGOV,SOMALI,GOV,SOM,SOMGOVBUS,MOHAMED IBRAHIM HABSADE,GOV,SOM,2008,2008,051,1.8331821084114648,2
KHMGOV,CAMBODIAN,GOV,KHM,MYSBUS,MALAYSIAN,BUS,MYS,1995,1996,057,1.3172732852491527,4
JPNGOV,JAPANESE,GOV,JPN,AFGBUS,AFGHAN,BUS,AFG,2011,2011,057,2.462159241941805,1
GBRGOV,BRITISH,GOV,GBR,JPNBUS,JAPANESE,BUS,JPN,2010,2010,050,1.6052880075542966,1
UGAGOV,UGANDA,GOV,UGA,UGABUS,UGANDA,BUS,UGA,2002,2009,051,1.8184939172367673,6
SAUGOV,ABDULLAH,GOV,SAU,MYSBUS,MALAYSIAN,BUS,MYS,2007,2007,113,1.547619047619048,1
NGAGOVBUS,DEZIANI ALISON MADUEKE,GOV,NGA,CHNBUS,CHINESE,BUS,CHN,2011,2011,057,2.4884792626728123,2
GBRGOV,DAVID CAMERON,GOV,GBR," GBRBUS",BRITISH,BUS,GBR,2013,2013,057,0.449690837549185,1
DEUGOV,GERMANY,GOV,DEU,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2012,111,3.88349514563107,1
PHLGOV,PHILIPPINE,GOV,PHL,RUSBUS,RUSSIA,BUS,RUS,1981,1981,112,2.304964539007093,2
TWNGOV,TAIWANESE,GOV,TWN,EURBUS,EUROPEAN,BUS,EUR,2014,2014,050,1.07142857142857,2
USAGOV,OBAMA,GOV,USA,PRTGOVBUS,CARLOS COSTA,GOV,PRT,2016,2016,051,-0.715990453460622,2
FRAGOV,FRANCE,GOV,FRA,USABUS,UNITED STATES,BUS,USA,2008,2008,051,4.87012987012987,1
INDGOVBUS,ANAND SHARMA,GOV,IND,SGPBUS,SINGAPORE,BUS,SGP,2013,2013,051,0.775193798449612,2
GBRGOV,BRITISH,GOV,GBR,IDNBUS,INDONESIAN,BUS,IDN,2012,2012,051,0.33004753259829633,1
AUSGOV,AUSTRALIAN,GOV,AUS,AUSBUS,AUSTRALIA,BUS,AUS,2015,2015,051,0.4516711833785,1
GBRGOVEDU,MICHAEL GOVE,GOV,GBR,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2015,113,-0.461538461538462,1
KAZGOV,NURSULTAN NAZARBAYEV,GOV,KAZ,UKRBUS,UKRAINE,BUS,UKR,2015,2015,057,-2.72108843537415,1
GEOGOV,REVAZ ADAMIA,GOV,GEO,CHEBUS,SWITZERLAND,BUS,CHE,1999,1999,110,0.9598603839441525,1
HTIGOV,HAITIAN,GOV,HTI,USABUS,UNITED STATES,BUS,USA,1992,1992,057,3.434343434343433,1
RUSGOV,RUSSIA,GOV,RUS,USABUS,UNITED STATES,BUS,USA,2014,2014,112,0.15672239072968705,2
MMRGOVAGR,KHIN MAUNG,GOV,MMR,MMRGOVBUS,AUNG MIN,GOV,MMR,2012,2012,057,0.7897379505891229,2
EGYGOV,EGYPT,GOV,EGY,AREBUS,EMIRATI,BUS,ARE,2015,2015,051,0.957446808510638,1
GBRGOV,UNITED KINGDOM,GOV,GBR,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2016,057,-0.46569672691921,2
GHAGOV,MOHAMMED MUMUNI,GOV,GHA," IGOWAFBUSWAS",ECOWAS,IGO,WAF,2013,2013,051,0.377833753148615,1
AUSGOV,AUSTRALIA,GOV,AUS,IDNGOVBUS,INDONESIA,GOV,IDN,1997,1997,057,1.785714285714285,1
AFGGOV,AFGHANISTAN,GOV,AFG,AFGBUS,AFGHANISTAN,BUS,AFG,2010,2015,110,1.394505324895818,3
CZEGOVBUS,JIRI RUSNOK,GOV,CZE," CZEGOVBUS",JIRI RUSNOK,GOV,CZE,2013,2013,050,0.23300970873786403,1
DEUGOVMED,GERMAN,GOV,DEU,DEUGOVBUSGOVMED,WOLFGANG TIEFENSEE,GOV,DEU,2006,2006,111,1.0436854005167948,2
AZEGOV,ILHAM ALIYEV,GOV,AZE,RUSBUS,RUSSIAN,BUS,RUS,2008,2008,051,1.9327731092436982,1
KWTGOV,KUWAITI,GOV,KWT,AUSBUS,AUSTRALIA,BUS,AUS,1997,1997,057,1.0426849136526555,2
USAGOV,BOSTON,GOV,USA,USABUS,BOSTON,BUS,USA,1993,1993,112,3.57142857142857,1
INDGOV,MANMOHAN SINGH,GOV,IND,USABUS,UNITED STATES,BUS,USA,2012,2012,111,2.1587301587301577,2
AFGGOVBUS,AFGHANISTAN,GOV,AFG,AFGBUS,KABUL,BUS,AFG,2011,2011,111,2.99727520435967,1
CHNGOV,CHINESE,GOV,CHN,CHNBUS,CHINESE,BUS,CHN,2006,2015,111,0.6410868812787218,3
GBRGOV,DAVID CAMERON,GOV,GBR,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2015,055,-0.33099361378666087,3
TURGOV,TURKISH,GOV,TUR,PAKBUS,PAKISTANI,BUS,PAK,2010,2010,057,1.1490683229813659,2
USAGOV,NORTH DAKOTA,GOV,USA,USAMEDBUS,ASSOCIATED PRESS,MED,USA,2014,2014,051,0.7630815967891267,2
TWNGOV,TAIWAN,GOV,TWN,TWNBUS,TAIWANESE,BUS,TWN,2014,2014,114,0.08602079502429333,1
GINGOV,GUINEAN,GOV,GIN,IRNGOVBUS,IRANIAN,GOV,IRN,2015,2015,057,0.11186816074478667,2
SWEGOV,SWEDEN,GOV,SWE," IGOWAFBUSWAS",ECOWAS,IGO,WAF,2013,2013,051,0.6976846942382469,2
USAGOVBUS,UNITED STATES,GOV,USA,USABUS,AMERICAN,BUS,USA,2011,2012,051,1.4495605825020128,2
POLGOV,POLISH,GOV,POL,EURBUS,EUROPEAN,BUS,EUR,1991,1991,057,1.312910284463894,1
USAGOVSPY,NEGROPONTE,GOV,USA,GBRBUS,UNITED KINGDOM,BUS,GBR,2008,2008,111,0.41705796369028914,1
ESPGOV,SPAIN,GOV,ESP,USAGOVBUS,FLORIDA,GOV,USA,2012,2012,050,0.6057268722466963,1
SAUGOV,ABDULLAH,GOV,SAU,USABUS,UNITED STATES,BUS,USA,2011,2011,111,1.5711135611907374,1
AUSGOV,AUSTRALIAN,GOV,AUS,PHLBUS,PHILIPPINE,BUS,PHL,2016,2016,057,0.7805325987144167,1
NGAGOV,NIGERIAN,GOV,NGA,ZAFBUS,SOUTH AFRICAN,BUS,ZAF,1993,1993,051,0.9740259740259737,2
GRCGOV,GREEK,GOV,GRC,EURBUS,EUROPEAN,BUS,EUR,2012,2012,051,0.0,1
USAGOV,UNITED STATES,GOV,USA,DEUBUS,GERMANY,BUS,DEU,2012,2012,112,2.82392026578073,1
FRAGOVBUS,JEAN CLAUDE TRICHET,GOV,FRA,EURGOVBUS,EUROPEAN,GOV,EUR,1998,2013,051,0.38366133364926497,4
MEXGOV,MEXICO,GOV,MEX,MEXBUS,MEXICAN,BUS,MEX,1983,1983,051,0.9722222222222225,1
AUSGOVBUSGOVMED,ANTHONY ALBANESE,GOV,AUS,AUSGOVBUS,ANTHONY ALBANESE,GOV,AUS,2011,2011,051,0.9830240311374864,4
RUSGOV,VLADIMIR PUTIN,GOV,RUS,RUSBUS,RUSSIA,BUS,RUS,2010,2016,110,0.5632480343976437,3
CHEGOV,SWITZERLAND,GOV,CHE,USAGOVBUS,US TREASURY,GOV,USA,2002,2002,051,4.0084388185654,1
USAGOV,GEORGE W. BUSH,GOV,USA,USAGOVBUS,THE US,GOV,USA,2007,2007,112,0.5161640858462379,1
FRAGOV,FRENCH,GOV,FRA,FRAGOVBUS,THIERRY BRETON,GOV,FRA,2007,2007,110,4.14507772020725,2
GBRGOVHRI,THERESA MAY,GOV,GBR,GBRGOVBUS,VINCE CABLE,GOV,GBR,2014,2014,051,0.026858814826505904,2
CHEGOV,SWITZERLAND,GOV,CHE,GHABUS,GHANA,BUS,GHA,2011,2011,051,9.997518093581503,3
USAGOVBUS,CARLOS GUTIERREZ,GOV,USA,USAGOVBUSELI,CARLOS GUTIERREZ,GOV,USA,2010,2012,110,0.9160163198883376,2
KENGOVBUS,RAPHAEL TUJU,GOV,KEN,KENBUS,KENYA,BUS,KEN,2004,2004,112,0.5850804485616772,1
BELGOV,BELGIAN,GOV,BEL,BELGOVBUS,PAUL MAGNETTE,GOV,BEL,2010,2010,112,1.4410480349344978,1
BLRGOV,BELARUS,GOV,BLR,SWEBUS,SWEDEN,BUS,SWE,2002,2002,057,1.7271157167530233,1
RUSGOV,RUSSIAN,GOV,RUS,RUSGOVBUS,ILYA KLEBANOV,GOV,RUS,2001,2001,057,1.532683204691127,3
IRLGOV,IRISH,GOV,IRL,USABUS,DISTRICT OF COLUMBIA,BUS,USA,2014,2014,051,0.43443917851500835,2
GRCGOV,GREEK,GOV,GRC,EURGOVBUS,EUROPEAN,GOV,EUR,2015,2015,112,-0.08977472243398309,2
ESPGOV,SPANISH,GOV,ESP,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2012,052,0.754189944134078,1
JPNGOV,JAPANESE,GOV,JPN,USAGOVBUS,RON KIRK,GOV,USA,2009,2009,050,0.8010193486771534,1
FJIGOV,FIJI,GOV,FJI,FJIBUS,FIJI,BUS,FJI,2012,2015,051,0.6743117172786989,4
NZLGOVBUS,STEVEN JOYCE,GOV,NZL,NZLGOVBUSGOVMED,STEVEN JOYCE,GOV,NZL,2012,2012,051,1.2345679012345667,1
ERIGOV,ERITREAN,GOV,ERI,ERIBUS,ERITREA,BUS,ERI,2007,2015,050,1.72275641025641,2
ALBGOV,SALI BERISHA,GOV,ALB,ALBBUS,ALBANIA,BUS,ALB,2015,2015,057,-0.421686746987952,1
CHNGOV,CHINESE,GOV,CHN,GBRBUS,BRITISH,BUS,GBR,2015,2015,057,0.0,1
KENGOV,RAILA ODINGA,GOV,KEN,KENBUS,KENYA,BUS,KEN,2015,2015,110,-1.024590163934425,1
DEUGOVMED,GERMAN,GOV,DEU,DEUGOVBUSGOVMED,PETER RAMSAUER,GOV,DEU,2011,2011,111,1.2742113138534426,1
USAGOV,OBAMA,GOV,USA,USABUS,MICHIGAN,BUS,USA,2013,2013,051,0.1824426245219791,4
EURGOV,EUROPEAN,GOV,EUR,EURBUS,EUROPEAN,BUS,EUR,1994,1994,114,0.631163708086785,1
TKMGOV,TURKMEN,GOV,TKM," FRABUS",FRENCH,BUS,FRA,2013,2013,057,0.3558718861209967,2
USAGOV,OBAMA,GOV,USA,USAGOVBUS,OBAMA,GOV,USA,2010,2010,111,1.785714285714285,1
TURGOV,ALI BABACAN,GOV,TUR,USAGOVBUS,US TREASURY,GOV,USA,2003,2003,057,0.7885304659498211,1
GRDGOV,GRENADA,GOV,GRD,BRABUS,BRAZILIAN,BUS,BRA,2010,2010,057,1.0204081632653057,1
AZEGOV,ILHAM ALIYEV,GOV,AZE,AZEBUS,AZERBAIJAN,BUS,AZE,2013,2013,050,0.630252100840335,1
TUNGOV,TUNISIAN,GOV,TUN,CANBUS,NEW BRUNSWICK,BUS,CAN,2011,2011,051,1.2391930835734881,1
EURGOVBUS,EUROPEAN,GOV,EUR,DEUGOVBUS,GERMANY,GOV,DEU,2009,2009,057,0.37644254697026275,1
TJKGOV,TAJIK,GOV,TJK," TURBUS",TURKISH,BUS,TUR,2013,2013,051,0.0,1
SDNGOV,SUDAN,GOV,SDN,THABUS,THAI,BUS,THA,2003,2003,057,2.8571428571428603,1
MOZGOV,MOZAMBIQUE,GOV,MOZ,NORBUS,NORWAY,BUS,NOR,2003,2003,057,7.34265734265734,1
TGOGOV,TOGO,GOV,TGO,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2005,2005,050,1.0709436911605534,2
USAGOV,BARACK OBAMA,GOV,USA,USABUS,MEMPHIS,BUS,USA,2012,2012,051,1.8179730545522221,2
