Actor1Code,Actor1Name,Actor1Type1Code,Actor1CountryCode,Actor2Code,Actor2Name,Actor2Type1Code,Actor2CountryCode,YearMin,YearMax,EventCode,consolidatedAvgTone,eventCount
ARGGOV,ARGENTINA,GOV,ARG,ARGGOVBUS,HECTOR TIMERMAN,GOV,ARG,2011,2013,051,0.18045816364201855,2
CANGOV,CANADA,GOV,CAN,PAKBUS,PAKISTAN,BUS,PAK,2015,2015,057,1.026392961876835,1
USAGOV,US STATE DEPARTMENT,GOV,USA,MYSBUS,MALAYSIAN,BUS,MYS,2014,2014,112,0.0,1
USAGOV,OBAMA,GOV,USA,IRLBUS,IRISH,BUS,IRL,2013,2014,111,0.0675675675675675,2
RUSGOVMIL,RUSSIAN,GOV,RUS,ISRBUS,ISRAELI,BUS,ISR,2009,2009,057,2.52707581227437,1
CHNGOV,SHANGHAI,GOV,CHN,CHNBUS,CHINESE,BUS,CHN,2010,2010,110,1.0620915032679734,1
NZLGOVBUS,GERRY BROWNLEE,GOV,NZL," NZLGOVBUSGOVMED",GERRY BROWNLEE,GOV,NZL,2013,2013,110,0.64937076609572,2
TUVGOV,TUVALU,GOV,TUV,CANBUS,CANADIAN,BUS,CAN,1998,1999,057,1.589879818848117,2
JPNGOV,JAPAN,GOV,JPN," JPNBUS",JAPAN,BUS,JPN,2013,2013,051,1.003824091778205,2
AGOGOV,ANGOLA,GOV,AGO,USAELIBUS,GEORGE SOROS,ELI,USA,2003,2003,057,4.074074074074075,1
USAGOV,IOWA,GOV,USA,USABUS,ARIZONA,BUS,USA,2011,2011,112,1.87319884726225,1
NZLGOV,NEW ZEALAND,GOV,NZL,THABUS,THAI,BUS,THA,2013,2013,057,0.55724417426545,1
USAGOV,AMERICAN,GOV,USA," POLBUS",POLAND,BUS,POL,2013,2013,051,1.4728682170542624,1
USAGOV,OBAMA,GOV,USA,CHNBUS,CHINESE,BUS,CHN,2015,2015,111,-0.7104290991759034,1
NZLGOV,MURRAY MCCULLY,GOV,NZL,MYSBUS,MALAYSIAN,BUS,MYS,2015,2015,110,-0.507246376811595,1
LKAGOV,SRI LANKAN,GOV,LKA,CHNBUS,CHINESE,BUS,CHN,2014,2014,050,0.0,1
CPVGOV,CAPE VERDE,GOV,CPV,CPVBUS,CAPE VERDE,BUS,CPV,1987,1987,112,0.892857142857145,1
NICGOV,NICARAGUAN,GOV,NIC,CHNBUS,CHINESE,BUS,CHN,2014,2014,051,0.36683785766691,1
VNMGOV,HOANG TRUNG HAI,GOV,VNM,VNMBUS,VIET NAM,BUS,VNM,2009,2009,051,2.44956772334294,1
COLGOV,COLOMBIAN,GOV,COL,COLBUS,COLOMBIAN,BUS,COL,2003,2003,051,1.351351351351352,1
COGGOVBUS,CONGO,GOV,COG,CODGOVBUS,JEAN CLAUDE MASANGU,GOV,COD,2006,2006,051,4.4350580781415,1
HRVGOVMIL,CROATIAN,GOV,HRV,HRVBUS,CROATIAN,BUS,HRV,2011,2011,051,6.69456066945607,1
IRQGOV,IRAQ,GOV,IRQ,GBRBUS,UNITED KINGDOM,BUS,GBR,2010,2010,051,6.9284064665127,1
CHNGOV,XI JINPING,GOV,CHN,NZLBUS,NEW ZEALAND,BUS,NZL,2014,2014,112,0.581073009626871,1
CHNGOV,CHINESE,GOV,CHN,CHNGOVBUS,CHINA,GOV,CHN,2015,2015,112,-1.29032258064516,1
PHLGOV,PHILIPPINE,GOV,PHL,PHLGOVBUS,PHILIPPINE,GOV,PHL,1988,1988,050,2.76679841897233,1
IRLGOV,BRIAN COWEN,GOV,IRL,GBRBUS,SCOTLAND,BUS,GBR,2010,2010,110,0.029892740901705715,1
THAGOV,THAILAND,GOV,THA,THABUS,THAILAND,BUS,THA,2009,2009,112,3.14009661835749,1
AFGGOV,AFGHAN,GOV,AFG,AFGGOVBUS,ISMAIL KHAN,GOV,AFG,2010,2012,112,1.869341934054982,2
EGYGOV,EGYPT,GOV,EGY,JORGOVBUS,JORDAN,GOV,JOR,1983,1983,057,4.352806414662086,2
MYSGOV,MALAYSIA,GOV,MYS,MYSBUS,MALAYSIAN,BUS,MYS,2014,2014,112,0.11906045821115972,3
USAGOVMIL,ROBERT GATES,GOV,USA,USABUS,AMERICAN,BUS,USA,2007,2007,051,0.238095238095238,1
QATGOV,QATARI,GOV,QAT,DZAGOVBUS,YOUCEF YOUSFI,GOV,DZA,2013,2013,057,0.20661157024793333,1
USAGOV,A US,GOV,USA,GBRBUS,BRITISH,BUS,GBR,2014,2014,115,0.24727992087042502,1
USAGOVAGR,THE US,GOV,USA,USABUS,THE US,BUS,USA,2009,2009,051,5.2434456928839,3
GBRGOV,BRITISH,GOV,GBR,PHLBUS,FILIPINO,BUS,PHL,2009,2009,051,3.301886792452825,1
SOMGOV,SOMALIA,GOV,SOM,SOMBUS,SOMALI,BUS,SOM,2001,2001,112,1.8348623853211,1
JPNGOV,HIROFUMI NAKASONE,GOV,JPN,VNMBUS,VIETNAMESE,BUS,VNM,2008,2008,057,1.7271954975045125,1
CANGOVGOVBUS,JAMES MOORE,GOV,CAN,CANBUS,CANADA,BUS,CAN,2014,2014,051,1.192660550458715,1
NICGOVBUS,PABLO MARTINEZ,GOV,NIC,NICGOVBUSLEG,PABLO MARTINEZ,GOV,NIC,2015,2015,111,-1.393034825870645,2
UGAGOV,KAMPALA,GOV,UGA,UGAGOVBUS,SERAPIO RUKUNDO,GOV,UGA,2009,2009,112,1.277955271565496,1
RUSGOV,RUSSIAN,GOV,RUS,USABUS,UNITED STATES,BUS,USA,2009,2009,114,0.7103825136612016,1
CZEGOVMIL,CZECH,GOV,CZE,ITABUS,ITALIAN,BUS,ITA,1999,1999,050,1.1340206185567019,1
UKRGOV,UKRAINE,GOV,UKR,UKRBUS,KIEV,BUS,UKR,2001,2001,057,1.1628453850676066,1
USAGOV,MICHAEL CHERTOFF,GOV,USA,USAGOVBUS,CARLOS GUTIERREZ,GOV,USA,2007,2007,050,1.726131154076142,1
SLBGOV,SOLOMON ISLAND,GOV,SLB,PNGGOVBUS,RABBIE NAMALIU,GOV,PNG,2004,2004,057,1.0400811770674787,1
SWZGOV,MSWATI III,GOV,SWZ,SWZBUS,SWAZI,BUS,SWZ,2010,2010,110,0.8372093023255809,1
CYPGOV,CYPRIOT,GOV,CYP,USABUS,A US,BUS,USA,2005,2005,111,2.02020202020202,1
USAGOV,THE WHITE HOUSE,GOV,USA,NICGOVBUS,PABLO MARTINEZ,GOV,NIC,2015,2015,112,-0.5403868031854375,1
ALBGOV,ALBANIAN,GOV,ALB,ALBGOVBUS,LULZIM BASHA,GOV,ALB,2007,2007,051,10.1851851851852,1
SYRGOV,SYRIAN,GOV,SYR,RUSBUS,RUSSIAN,BUS,RUS,2015,2015,110,-0.7575941574599342,2
DEUGOV,GERMAN,GOV,DEU,ITAGOVBUS,MARIO DRAGHI,GOV,ITA,2012,2012,111,0.26964560862866,1
CMRGOV,PAUL BIYA,GOV,CMR,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2016,2016,051,0.526870974905618,1
GBRGOVBUSELI,CHRIS HUHNE,GOV,GBR," GBRGOVBUS",CHRIS HUHNE,GOV,GBR,2013,2013,110,0.453020134228188,1
LTUGOV,LITHUANIAN,GOV,LTU,EURGOVBUS,EUROPEAN,GOV,EUR,2013,2013,051,1.2560386473429965,1
FRAGOV,NICOLAS SARKOZY,GOV,FRA,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2011,2011,051,0.6018518518518522,1
USAGOV,OBAMA,GOV,USA,USABUS,WASHINGTON,BUS,USA,2011,2011,111,0.8271787296898079,1
SAUGOV,SAUDI,GOV,SAU,TZABUS,TANZANIAN,BUS,TZA,2002,2002,051,1.89873417721519,1
NZLGOV,JUDITH COLLINS,GOV,NZL,NZLBUS,NEW ZEALAND,BUS,NZL,2013,2013,051,0.343642611683849,1
CANGOV,CANADA,GOV,CAN,PAKBUS,PAKISTAN,BUS,PAK,2007,2014,051,1.6959653762228877,2
BENGOVBUS,FREDERICK DOHOU,GOV,BEN,GHAGOVBUS,JAKE OBETSEBI LAMPTEY,GOV,GHA,2005,2005,051,3.678304239401495,1
RUSGOV,RUSSIAN,GOV,RUS,RUSBUS,RUSSIAN,BUS,RUS,2015,2015,111,-1.597744360902255,1
UGAGOV,UGANDA,GOV,UGA,AFRBUS,AFRICA,BUS,AFR,2014,2014,051,0.95486111111111,1
MMRGOVMIL,RANGOON,GOV,MMR,MMRGOVBUS,TIN TUN,GOV,MMR,1991,1991,1124,0.45045045045045,1
IDNGOV,INDONESIA,GOV,IDN,IDNBUS,INDONESIA,BUS,IDN,2012,2012,051,2.77777777777778,1
AGOGOV,ANGOLA,GOV,AGO,EGYBUS,EGYPT,BUS,EGY,2009,2009,051,5.47945205479452,1
UGAGOV,MUSEVENI,GOV,UGA,ZAFBUS,SOUTH AFRICAN,BUS,ZAF,2009,2009,051,9.05660377358491,1
KGZGOV,KYRGYZSTAN,GOV,KGZ,KGZGOVBUS,KYRGYZSTAN,GOV,KGZ,1997,1997,057,2.62345679012345,1
KENGOV,KENYA,GOV,KEN,AFRBUS,AFRICA,BUS,AFR,2003,2003,051,0.7585335018963343,1
SOMGOV,SOMALIA,GOV,SOM,CHNBUS,CHINA,BUS,CHN,2015,2015,112,0.86206896551724,1
UGAGOV,YOWERI MUSEVENI,GOV,UGA,ITABUS,ITALIAN,BUS,ITA,2015,2015,051,0.06830601092896167,1
JPNGOV,JAPAN,GOV,JPN,VNMBUS,VIETNAMESE,BUS,VNM,2011,2011,051,3.467153284671535,1
CHNGOV,LI KEQIANG,GOV,CHN,GBRBUS,UNITED KINGDOM,BUS,GBR,2011,2011,057,0.1788992047354311,1
IRNGOVBUS,ALI AKBAR MEHRABIAN,GOV,IRN,TURBUS,TURKISH,BUS,TUR,2010,2010,050,1.7015706806282724,1
AUSGOVAGR,AUSTRALIAN,GOV,AUS,AUSGOVBUSGOVAGR,SIMON CREAN,GOV,AUS,2008,2008,110,2.89855072463768,1
RUSGOV,RUSSIA,GOV,RUS,TURBUS,TURKEY,BUS,TUR,2002,2002,051,8.15217391304348,1
FRAGOVBUS,JEAN CLAUDE TRICHET,GOV,FRA,IGOWSTBUS,ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT,IGO,WST,2009,2009,057,0.623009554140127,1
OMNGOV,OMANI,GOV,OMN,MNCNLDBUS,ROYAL DUTCH SHELL,MNC,NLD,2000,2000,050,1.0158863610035551,2
KAZGOV,NURSULTAN NAZARBAYEV,GOV,KAZ,CHNBUS,CHINESE,BUS,CHN,2015,2015,057,0.3030303030303033,1
IRNGOV,IRAN,GOV,IRN,LBNGOVBUS,PIERRE GEMAYEL,GOV,LBN,2006,2006,111,6.36237897648686,2
IDNGOV,SUHARTO,GOV,IDN,IDNBUS,INDONESIA,BUS,IDN,1998,1998,110,5.55555555555556,1
IRLGOV,MARY COUGHLAN,GOV,IRL,IRLBUS,IRISH,BUS,IRL,2010,2010,051,0.31616982836495,1
KHMGOV,CAMBODIAN,GOV,KHM,USABUS,AMERICAN,BUS,USA,2009,2009,057,0.9065155807365439,1
GBRGOV,UNITED KINGDOM,GOV,GBR,GBRGOVBUS,VINCE CABLE,GOV,GBR,2014,2014,051,3.08529945553539,1
ZAFGOVBUSGOVMED,DULLAH OMAR,GOV,ZAF,ZAFGOVBUS,DULLAH OMAR,GOV,ZAF,2003,2003,051,0.8699633699633701,1
SDNGOV,SUDAN,GOV,SDN,RUSBUS,RUSSIAN,BUS,RUS,2003,2003,112,0.6613756613756625,1
GRDGOV,GRENADA,GOV,GRD,GRDBUS,GRENADA,BUS,GRD,1985,1985,112,0.150375939849624,1
MYSGOV,MALAYSIA,GOV,MYS,CHNBUS,CHINA,BUS,CHN,2015,2015,112,-2.00865265760198,1
KWTGOVBUS,KUWAIT,GOV,KWT,EGYBUS,EGYPT,BUS,EGY,2015,2015,051,1.56657963446475,1
ARMGOV,ARMENIA,GOV,ARM,ARMBUS,ARMENIA,BUS,ARM,2014,2014,114,0.04524886877828067,1
USAGOV,UNITED STATES,GOV,USA,EURBUS,EUROPEAN,BUS,EUR,2007,2007,050,9.32038834951456,1
DEUGOV,MICHAEL GLOS,GOV,DEU,DEUBUS,GERMAN,BUS,DEU,2006,2006,050,0.6237356709372891,1
USAGOVBUS,THE US,GOV,USA,USABUS,BOSTON,BUS,USA,2012,2012,112,1.338199513381995,1
SWEGOV,MAUD OLOFSSON,GOV,SWE,SWEGOVBUS,SWEDEN,GOV,SWE,2009,2009,110,0.9017341040462419,1
ETHGOV,ETHIOPIA,GOV,ETH,ETHGOVBUS,ALEMAYEHU TEGENU,GOV,ETH,2011,2011,051,4.42477876106195,1
ALBGOV,ALBANIA,GOV,ALB,ALBBUS,ALBANIA,BUS,ALB,2012,2012,051,4.86725663716814,1
BHRGOV,BAHRAIN,GOV,BHR,TURBUS,TURKISH,BUS,TUR,2008,2008,057,0.96153846153846,1
INDGOV,MUMBAI,GOV,IND,ISRGOVBUS,STAS MISEZHNIKOV,GOV,ISR,2012,2012,057,3.97111913357401,1
GBRGOV,DAVID CAMERON,GOV,GBR,GBRBUS,BRITISH,BUS,GBR,2011,2011,111,0.92063492063492,1
USAGOV,BARACK OBAMA,GOV,USA,USABUS,UNITED STATES,BUS,USA,2010,2010,112,2.64423076923077,1
NPLGOV,NEPAL,GOV,NPL,FRABUS,FRANCE,BUS,FRA,2011,2011,110,8.75912408759124,1
ATGGOV,BARBUDA,GOV,ATG,IGOWSTBUS,ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT,IGO,WST,2003,2003,112,0.65284178187404,1
RUSGOV,RUSSIAN,GOV,RUS,CHNBUS,CHINA,BUS,CHN,2010,2010,051,2.430555555555555,1
LBYGOV,LIBYA,GOV,LBY,PRKBUS,NORTH KOREAN,BUS,PRK,2014,2014,110,0.3030303030303033,1
LKAGOV,MAHINDA RAJAPAKSE,GOV,LKA,MYSBUS,MALAYSIAN,BUS,MYS,2007,2007,051,2.697095435684645,1
USAGOVBUS,CARLOS GUTIERREZ,GOV,USA,USAGOVBUSCOP,CARLOS GUTIERREZ,GOV,USA,2016,2016,112,-0.593877838905346,1
ESPGOVAGR,MIGUEL ARIAS CANETE,GOV,ESP,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2016,2016,050,-0.209424083769634,1
LKAGOV,SRI LANKAN,GOV,LKA,LKAGOVBUS,SUSIL PREMAJAYANTHA,GOV,LKA,2016,2016,057,0.8454284641893131,3
GMBGOV,GAMBIA,GOV,GMB,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2011,2013,110,1.9634984463129919,4
VNMGOV,VIETNAM,GOV,VNM,VNMBUS,VIETNAM,BUS,VNM,1999,1999,114,6.91056910569106,1
KHMGOV,CAMBODIA,GOV,KHM,USABUS,UNITED STATES,BUS,USA,2014,2014,057,0.6378431694887384,7
USAGOV,OBAMA,GOV,USA,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,112,0.3538674919695364,25
NICGOV,NICARAGUAN,GOV,NIC,USABUS,AMERICAN,BUS,USA,2014,2014,050,0.30968468468468496,1
CANGOV,VANCOUVER,GOV,CAN,CANBUS,VANCOUVER,BUS,CAN,2014,2014,110,0.28665028665028663,2
FRAGOV,FRENCH,GOV,FRA,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2007,2014,112,0.28555761201275354,3
DEUGOV,WOLFGANG SCHAEUBLE,GOV,DEU,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2012,2012,051,0.6300724409115617,4
USAGOV,THE WHITE HOUSE,GOV,USA,USABUS,UNITED STATES,BUS,USA,2007,2015,051,0.17441912139047958,13
EURGOVBUS,EUROPEAN,GOV,EUR,EURBUS,EUROPE,BUS,EUR,2011,2012,110,0.3586605978701062,2
CANGOV,CANADA,GOV,CAN,CANGOVBUS,STOCKWELL DAY,GOV,CAN,2009,2009,110,0.5255692422545725,2
GRCGOV,ITHACA,GOV,GRC,GRCBUS,ITHACA,BUS,GRC,2016,2016,051,0.42253521126760596,1
TURGOV,TURKISH,GOV,TUR,TURBUS,TURKISH,BUS,TUR,2013,2013,057,0.2795248078266945,2
CHNGOV,CHINESE,GOV,CHN,CHNBUS,CHINA,BUS,CHN,2010,2015,051,0.5572017918191352,8
UGAGOV,MUSEVENI,GOV,UGA,SOMBUS,SOMALIA,BUS,SOM,2015,2015,111,-2.252252252252255,1
NLDGOVBUS,ABN AMRO,GOV,NLD,NLDBUS,DUTCH,BUS,NLD,2012,2012,051,1.4261017371958318,2
USAGOV,UNITED STATES,GOV,USA,CHNBUS,CHINESE,BUS,CHN,2012,2012,110,1.746724890829695,1
PAKGOVBUS,ATTAUR REHMAN,GOV,PAK," AFGGOVBUS",ISMAIL KHAN,GOV,AFG,2013,2013,110,1.0989010989011,2
AUSGOV,AMANDA VANSTONE,GOV,AUS,ITABUS,ITALY,BUS,ITA,2007,2007,051,4.20792079207921,2
CHNGOV,FUZHOU,GOV,CHN,CHNBUS,FUZHOU,BUS,CHN,2012,2012,057,1.9184652278177465,1
USAGOV,UNITED STATES,GOV,USA,IRNBUS,IRANIAN,BUS,IRN,2012,2012,112,0.7683215130023634,1
KWTGOV,KUWAITI,GOV,KWT,MNCKORBUS,HYUNDAI,MNC,KOR,2011,2011,051,1.0071689738954752,3
USAGOV,UNITED STATES,GOV,USA,USABUS,UNITED STATES,BUS,USA,1997,2015,110,2.0079115834413304,14
AZEGOV,ILHAM ALIYEV,GOV,AZE,AZEBUS,AZERBAIJAN,BUS,AZE,2009,2009,051,1.3701616072305722,2
CHEGOV,SWITZERLAND,GOV,CHE,CHEBUS,SWISS,BUS,CHE,2015,2015,051,1.2947780621308467,5
USAGOV,OBAMA,GOV,USA,LBNBUS,LEBANESE,BUS,LBN,2015,2015,051,0.6763285024154584,1
IRNGOV,IRAN,GOV,IRN,EURBUS,EUROPEAN,BUS,EUR,2015,2015,057,0.07897235967411498,3
POLGOVBUSGOVMED,JERZY POLACZEK,GOV,POL,LTUGOVBUS,ALGIRDAS BUTKEVICIUS,GOV,LTU,2007,2007,057,3.1496062992126,3
SYCGOV,SEYCHELLES,GOV,SYC,USABUS,AMERICAN,BUS,USA,2006,2006,057,1.67597765363128,1
MYSGOV,MALAYSIAN,GOV,MYS,MYSBUS,MALAYSIA,BUS,MYS,2005,2014,112,0.04405810724657926,6
NGAGOV,NIGERIA,GOV,NGA,ISRBUS,ISRAEL,BUS,ISR,2015,2015,051,0.7261591595263313,5
TJKGOV,EMOMALI RAHMON,GOV,TJK,DEUBUS,GERMAN,BUS,DEU,2011,2011,110,5.36912751677852,1
BRAGOV,BRAZIL,GOV,BRA,BRABUS,BRAZIL,BUS,BRA,2012,2012,052,3.90406798759421,4
FRAGOVBUS,FRANCE,GOV,FRA,FRABUS,FRANCE,BUS,FRA,1994,1994,057,4.08163265306122,1
USAGOV,THE US,GOV,USA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2011,2011,051,1.1668382843413445,2
KAZGOVBUS,KAZAKHSTAN,GOV,KAZ,TURGOVBUS,TURKEY,GOV,TUR,1995,1995,057,0.5661712668082088,2
CHNGOV,CHINA,GOV,CHN,IGOWSTBUS,ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT,IGO,WST,2009,2009,057,1.5575238853503175,1
USAGOV,UNITED STATES,GOV,USA,USABUS,AMERICAN,BUS,USA,1994,2015,110,1.190660411863609,6
USAGOV,LOS ANGELES,GOV,USA,FRABUS,FRENCH,BUS,FRA,2015,2015,051,0.46948356807511665,1
GBRGOV,BRITISH,GOV,GBR,IRLGOVBUSGOVMED,EAMON RYAN,GOV,IRL,2010,2010,057,2.5423728813559334,1
TURGOV,ABDULLAH GUL,GOV,TUR,IGOASABUS,ECONOMIC COOPERATION ORGANIZATION,IGO,ASA,2011,2014,050,1.1965314883667812,7
CHEGOV,SWISS,GOV,CHE," USABUS",UNITED STATES,BUS,USA,2013,2013,057,0.3400394760056458,2
VENGOV,HUGO CHAVEZ,GOV,VEN,VENBUS,VENEZUELA,BUS,VEN,2008,2008,051,0.488679247391494,2
FRAGOV,NICOLAS SARKOZY,GOV,FRA,FRABUS,FRANCE,BUS,FRA,2008,2008,112,0.853418661347518,2
CHNGOV,CHINESE,GOV,CHN,CHNBUS,CHINA,BUS,CHN,2011,2011,112,0.33546550919683,2
KGZGOV,ASKAR AKAYEV,GOV,KGZ,USAELIBUS,GEORGE SOROS,ELI,USA,2003,2003,057,0.49603174603174555,1
CHNGOVBUS,CHINA,GOV,CHN,PAKBUS,PAKISTAN,BUS,PAK,2011,2011,057,0.9322169699422469,4
GBRGOV,BRITISH,GOV,GBR,FRABUS,FRENCH,BUS,FRA,2012,2012,110,0.8465011286681725,1
GHAGOV,GHANA,GOV,GHA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2009,2015,051,0.7307436902783858,16
SAUGOV,ABDULLAH,GOV,SAU,SAUBUS,JEDDAH,BUS,SAU,2007,2007,111,0.612244897959184,1
NGAGOV,NIGERIA,GOV,NGA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,1991,2015,050,1.1299744763290382,10
DEUGOV,GERMAN,GOV,DEU,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2014,110,0.4369486206985242,2
USAGOV,NEW YORK CITY,GOV,USA,USABUS,AMERICAN,BUS,USA,2011,2011,051,0.7382851443124209,3
NERGOV,NIGER,GOV,NER,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2009,2009,111,0.6224992757837327,2
CHNGOV,CHINESE,GOV,CHN,AUSGOVBUS,ANTHONY ALBANESE,GOV,AUS,2012,2012,057,0.41580701468386566,2
PAKGOVBUS,SYED NAVEED QAMAR,GOV,PAK,CHNBUS,CHINESE,BUS,CHN,2011,2011,051,0.9343036978756888,1
LUXGOV,JEAN CLAUDE JUNCKER,GOV,LUX,EURGOVBUS,EUROPEAN,GOV,EUR,2011,2012,050,0.7056940375331262,3
TURGOV,TURKISH,GOV,TUR,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2011,2011,111,1.58730158730159,1
USAGOV,CALIFORNIA,GOV,USA,USABUS,CALIFORNIA,BUS,USA,2012,2012,051,0.732394366197184,1
USAGOV,OBAMA,GOV,USA,CHEBUS,SWISS,BUS,CHE,2012,2012,111,0.24288687475232265,6
LCAGOV,ST LUCIA,GOV,LCA,LCAGOVBUS,PETRUS COMPTON,GOV,LCA,2005,2005,111,1.1627906976744176,1
TZAGOV,TANZANIAN,GOV,TZA,UGABUS,UGANDA,BUS,UGA,2008,2008,050,0.44905008635578597,1
USAGOV,US AMBASSADOR,GOV,USA,BWABUS,BOTSWANA,BUS,BWA,2004,2004,051,2.6041666666666656,2
NGAGOV,NIGERIA,GOV,NGA,CHNBUS,CHINA,BUS,CHN,2007,2015,057,0.8318609031386465,3
DNKGRLGOV,GREENLAND,GOV,DNK,USABUS,UNITED STATES,BUS,USA,1997,1997,051,1.2288786482334868,2
IRNGOV,TEHERAN,GOV,IRN,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2011,2011,051,0.5,1
RUSGOV,RUSSIAN,GOV,RUS,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2011,2011,050,0.4615597195336691,6
CHEGOV,SWISS,GOV,CHE,CHEGOVBUS,SWISS,GOV,CHE,1998,1998,057,1.72136080430473,2
PHLGOVLAB,ROSALINDA BALDOZ,GOV,PHL,LBYBUS,LIBYA,BUS,LBY,2014,2014,050,0.833333333333335,1
IDNGOV,INDONESIA,GOV,IDN,IDNBUS,INDONESIA,BUS,IDN,2006,2006,112,7.69230769230769,2
MYSGOV,MALAYSIAN,GOV,MYS,MYSGOVBUS,NG YEN YEN,GOV,MYS,2010,2010,051,1.6384180790960439,1
AUSGOVBUS,CRAIG EMERSON,GOV,AUS,AUSGOVBUSELI,CRAIG EMERSON,GOV,AUS,2013,2015,051,0.053432616761877334,4
AUSGOV,AUSTRALIA,GOV,AUS,PNGGOVBUS,RABBIE NAMALIU,GOV,PNG,2004,2004,057,0.2896613190730842,1
IDNGOV,INDONESIA,GOV,IDN,IDNGOVBUS,SYAHRIL SABIRIN,GOV,IDN,2001,2001,112,1.06544901065449,1
CRIGOV,COSTA RICAN,GOV,CRI,NLDBUS,DUTCH,BUS,NLD,2011,2011,057,0.892857142857142,1
ETHGOV,MELES ZENAWI,GOV,ETH,SAUBUS,SAUDI,BUS,SAU,2010,2010,110,3.331742243436755,1
UZBGOV,ISLAM KARIMOV,GOV,UZB,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2012,2012,050,1.71957671957672,1
POLGOV,MAREK POL,GOV,POL,UKRGOVBUS,VITALIY HAYDUK,GOV,UKR,2003,2003,057,1.088039302761822,3
MMRGOVBUS,THEIN TUN,GOV,MMR,MYSBUS,MALAYSIAN,BUS,MYS,1996,1996,050,0.8208955223880601,1
SAUGOVHLH,SAUDI ARABIAN,GOV,SAU,MNCUSABUS,GENERAL ELECTRIC,MNC,USA,2009,2009,057,1.2994812994813,2
INDGOV,MAHARASHTRA,GOV,IND," GBRBUS",BRITISH,BUS,GBR,2013,2013,057,0.20833333333333376,1
KHMGOV,CAMBODIAN,GOV,KHM,VNMGOVBUS,VIETNAMESE,GOV,VNM,2000,2000,057,1.23456790123457,1
IDNGOV,SUHARTO,GOV,IDN,IDNGOVBUS,INDONESIA,GOV,IDN,1998,1998,110,1.025641025641026,1
EGYGOVELI,HABIB EL ADLY,GOV,EGY,EGYBUS,EGYPT,BUS,EGY,2011,2011,112,0.1981838208610344,2
USAGOV,THE US,GOV,USA,MUSGOVBUS,ARVIN BOOLELL,GOV,MUS,2009,2009,057,1.2928022361984666,1
DZAGOV,ALGERIA,GOV,DZA,DZAGOVBUS,CHAKIB KHELIL,GOV,DZA,2005,2006,051,0.6753475440222424,4
USAGOV,UNITED STATES,GOV,USA,USAGOVBUS,RON KIRK,GOV,USA,2009,2009,112,5.91039084842707,1
ZWEGOV,ROBERT MUGABE,GOV,ZWE,ZWEGOVBUS,AMOS MIDZI,GOV,ZWE,2014,2014,112,1.2775842044134733,1
ARMGOVELI,TIGRAN SARKISYAN,GOV,ARM,CYPBUS,CYPRUS,BUS,CYP,2015,2015,112,0.38293216630197,2
INDGOV,PRANAB MUKHERJEE,GOV,IND,NORBUS,NORWEGIAN,BUS,NOR,2014,2014,051,0.21248691495310446,1
GHAGOV,GHANA,GOV,GHA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,1997,2015,050,0.1817372560861024,6
CHNGOV,CHINA,GOV,CHN,CHNBUS,CHINA,BUS,CHN,1994,2015,114,1.9903710257279197,5
UKRGOV,UKRAINE,GOV,UKR,UKRBUS,UKRAINE,BUS,UKR,2009,2009,112,5.736781944647115,2
BRBGOVHLH,DONVILLE INNISS,GOV,BRB,BRBBUS,BARBADOS,BUS,BRB,2014,2014,112,0.21201413427561802,2
USAGOVHLH,WASHINGTON,GOV,USA,FRABUS,FRENCH,BUS,FRA,2011,2011,112,0.449438202247192,1
NGAGOV,GOODLUCK JONATHAN,GOV,NGA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2010,2010,1124,0.9861932938856012,1
USAGOV,GEORGE W. BUSH,GOV,USA,AREBUS,DUBAI,BUS,ARE,2006,2006,051,5.129891826421085,2
TKMGOV,TURKMEN,GOV,TKM,FRABUS,FRENCH,BUS,FRA,2012,2012,057,1.908713692946058,1
USAGOV,US AMBASSADOR,GOV,USA," USAMEDBUS","ASSOCIATED PRESS ",MED,USA,2013,2013,115,0.639658848614072,1
RUSGOV,VLADIMIR PUTIN,GOV,RUS,RUSBUS,RUSSIA,BUS,RUS,2012,2012,057,2.275815986772065,1
